Text,Label
"Dear Customer, M-shwari soft loans are now available at 5% interest @ Ksh25,,000/= , Ksh50,000/= Ksh100,000=,Ksh200,000/=, Payment 20 Months Call/Sms {0782233331}",1
"Dear customer,we have suspended your Equity bank account because its linked to that of Mary kiarie, contact customer care",1
"Hello Ms Grace, I've sent kshs.4.8m via W/Union Ref No{3960}. Clear 15 Containers from Dubai; (Jx42)cars, 12 lexus. Secret MTCN (454530) and the secret word is ""fiddle"". Q/RED, A/BLUE. Am on my way coming to Mombasa.MR. DISMUS MUHANDO, Tz.",1
"Tuma zile pesa kwa hii number {0721394303} yangu iko na shida ya M_pesa, tuma sai plz.",1
EQUITY:We are very sorry to inform You that your account has been deactivated.For more information. Call/sms within 12hrs for account settings(0782861000),1
"EQUITY BANK:Dear customer,your Equitel account is locked.To avoid disconnection of your account,urgently call / sms 0731074651/0731816409",1
"DearCusmers,YourAccount has been joined with another Account of MARY MUTHONI.for separation$ upgrade.call/smson(0780007434)",1
MEMBER Your EQUITY ACCOUNT has been Joined with another ACCOUNT of MARY GAKII. Sorry For Inconvience.Contact/Sms 0780000391For Assistance.,1
"Dear Customer; M-AKIBA LOAN is now available to all M-PESA Customers, From: 10,000, 20,000, 50,000, 100,000, 200,000 Payment:5to20 Months. CALL:0789393324/0780000184",1
"Hi, I'm Dr. Terry Williams From Australia, Currently in Kenya, Looking for someone who is ready for r/ship that may lead to marriage. Call/text on 0773729862",1
"Dear Customer, M-shwari soft loan is now available at 5% interest@ Ksh25,000/=, Ksh50,000/=, sh100,000=, Ksh200,000/= Payment 20 Months Call/Sms:0782333030",1
"KCB MPESA SOFTLOAN is now Available to all M-PESA USERS,send 555555 to Activate LOAN From 10,000, 20,000, 50,000 100,000.Pymnt: 6 to 18 Mnths CALL/SMS 0782002069",1
"CONGRATULATIONS!!You have been awarded Ksh,100,000.00 from Tunukiwa na safaricom promotion.Call Head Office: [0786281670] DO NOT PAY ANYTHING.!",1
EQUITY: We are very sorry to inform You that your account has been Deactivated. For more Information Call/sms Customer Care Within 6hrs (0782990008) (......),1
EQUITY:We are very Sorry to inform You that your account has been deactivated.For more information. Call/sms(0782700078)within 24hrs,1
EQUITY CUSTOMER!! we are verysorry to inform You that your Equity account is DEACTIVATED contact customercare/Sms on (0782800061) for account settings for 3 hrs?,1
EQUITY:We are very sorry to inform You that your account has been deactivated.For More Information.Call/sms for account settings.EQUITY:0782263000.,1
EQUITY:we are very sorry to inform you that your account has been deactivated.For more information.Call/smswithin 12hrs for account settings.(0782940100).,1
"Dear Customer; M-AKIBA LOAN now available to all M-PESA Customers,From: 10,000 20,000 50,000 100,000 200,000 Payment: 5 to 20 Month CALL\SMS\ 0782000624",1
"Work 4-5hrs daily n earn 15,000-40,000 weekly. Ask me how",1
"Hi Sis,we're doing KDF officers replacement plz send me KEN's details plus 2ppl with D+and above.Contact me on 0787847072 MAJOR MUTEMBEI",1
"Dear customer HELAPLAN LOAN is now available to all M-pesa customer from 10,000/= 20,000/= 50,000/= 100,000/= 200,000/= press *234# CALL\SMS 0780000365",1
"CONGRATULATION.You have been awarded Ksh.150,000.00 From K24 Lotto promotions.please contact our head office{0738828004}DO NOT PAY ANTHING.",1
"(<LOTTO>) CONGRATULATIONS! FROM LOTTO K24. YOU'RE A lUCKY WINNER OF Ksh100,000.& VOUCHER CARD OF KSH10,000. conctact us on No.0780200055. DON'T PAY ANY AMOUNT.",1
"M-Shwari Dear customer your line has qualified for smatika soft loan of ksh5,000 to ksh 50,000. 10% savings required call/sms LOAN to 0780007366.",1
"Dear Customer: KCB M-PESA softloan is now Available at 5% P.A. Send 555555 via Mpesa Menu to Activate. Ksh50,000/ Ksh100,000/ Ksh250,000/ Call/sms (0736279229)",1
EQUITY CUSTOMER we are very sorry to inform You that your account is wrongly joint with MARY GAKII contact customercare on (0780540100)for account settings,1
"KCB BANK, Dear Customer,MPESA soft loan now Available at 5%interest,@Ksh50,000/=100,000/= 200,000/=500,000/=Call or text on: 0780007502 , KCB Bank.",1
"Dear MPESA Customer,M-shwari mobile Loans available @7.5% Interest From,10,000/to 200,000/= Payment>5>20Months.If you like to apply Call>0771316752 >0782077599",1
"Plz Hizo Pesa Nitumie Kwa Number (07,42,28,99,28) Ile Yangu Imeleta Shida Upande Wa Account Ya M-pesa Plz,",1
"Cograts! your mobile number has won $500,000.00 in 2018 LEXUS award. To claim , send your name with TOKEN# {LT/28/QY} via email:lexusdraw@usa.com",1
"Hi A'm Ryhan Kelly from America , working with NGO support community projects. Need a partner for Longterm R/ship that may lead to Marriage. Call or sms",1
"Ambia mtu yako awachane na nyumba za watu. Kama hujampatia mapenzi ya kutosha, mwambie atafute wale wako single",1
"Dear Customer M-shwari Soft Loan Available @ 5% Interest Now Borrow Ksh25,000/= ksh50,000/= ksh100,000/= 150,000/=Call/Sms 0782044440)",1
"Hallo madam Anne,i have sent 6.8M via western union, clear containers (JX85213)secret word ""blue"", M.TC. password is [5220435960] (DENIS ALI MAKWETE(Tz",1
Dear，Customer: KCB M-PESA soft loan is now Available at 5% P.A send {555555} to activate KCB ， Ksh10，000 Ksh50，000/ Ksh250，000/ Call/sms 0776338990,1
Dear Customer; M-AKIBA LOAN is now available to all M-PESA Customers From: 10，000 50，000 100，000 200，000 Payment: is 5 to 20 Months CALL\SMS {0781000586},1
M-Shwari Dear Customer， You Now Qualify For Advanced Easy Pap M-Shwari Loan Of 5，000/= to 50，000/=. Only 10% Savings Required. Call/Sms Loan To 0780005085.,1
Dear Customer; M-AKIBA LOAN is now available to all M-PESA Customers，From: 10，000 20，000 50，000 100，000 200，000 Payment: 5 to 20 Months CALL\SMS 0780004568..!,1
KCB MPESA SOFTLOAN is now Available to all M-PESA USERS，send 555555 to Activate LOAN From 10，000 20，000 50，000 100，000.Pymnt: 6 to 18 Mnths CALL/SMS 0753399079,1
"Hi am Dr.Luizer  acanadian currently in Mandera wrk with W.V.P also looking for african serious for r/ship that leads for marriage, call/sms",1
"Dear Client; M-AKIBA LOAN is now available to all MPESA customers From: 10,000/=  50,000/= 100,000/= 200,000/=  Payment : 5 to 20 months . CALL 0782570908",1
"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",0
Ok lar... Joking wif u oni...,0
U dun say so early hor... U c already then say...,0
"Nah I don't think he goes to usf, he lives around here though",0
Even my brother is not like to speak with me. They treat me like aids patent.,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today.",0
I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.,0
I HAVE A DATE ON SUNDAY WITH WILL!!,0
Oh k...i'm watching here:),0
Eh u remember how 2 spell his name... Yes i did. He v naughty make until i v wet.,0
Fine if thats the way u feel. Thats the way its gota b,0
Is that seriously how you spell his name?,0
I‘m going to try for 2 months ha ha only joking,0
So ü pay first lar... Then when is da stock comin...,0
Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?,0
Ffffffffff. Alright no way I can meet up with you sooner?,0
Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,0
Lol your always so convincing.,0
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,0
"I'm back &amp; we're packing the car now, I'll let you know if there's room",0
Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0
Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?,0
K tell me anything about you.,0
For fear of fainting with the of all that housework you just did? Quick have a cuppa,0
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0
"Oops, I'll let you know when my roommate's done",0
I see the letter B on my car,0
Anything lor... U decide...,0
Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,0
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0
"Did I forget to tell you ? I want you , I need you, I crave you ... But most of all ... I love you my sweet Arabian steed ... Mmmmmm ... Yummy",0
WHO ARE YOU SEEING?,0
Great! I hope you like your man well endowed. I am &lt;#&gt; inches...,0
No calls..messages..missed calls,0
Didn't you get hep b immunisation in nigeria.,0
"Fair enough, anything going on?",0
"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",0
U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.,0
What you thinked about me. First time you saw me in class.,0
"A gram usually runs like &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for &lt;#&gt;",0
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0
"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about ""the cave"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.",0
Do you know what Mallika Sherawat did yesterday? Find out now @ &lt;URL&gt;,0
"Sorry, I'll call later in meeting.",0
Tell where you reached,0
Yes..gauti and sehwag out of odi series.,0
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0
Ha ha ha good joke. Girls are situation seekers.,0
Its a part of checking IQ,0
"Sorry my roommates took forever, it ok if I come by now?",0
Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",0
I plane to give on this month end.,0
Wah lucky man... Then can save money... Hee...,0
Finished class where are you.,0
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0
K..k:)where are you?how did you performed?,0
U can call me now...,0
I am waiting machan. Call me once you free.,0
Thats cool. i am a gentleman and will treat you with dignity and respect.,0
I like you peoples very much:) but am very shy pa.,0
Does not operate after &lt;#&gt; or what,0
Its not the same here. Still looking for a job. How much do Ta's earn there.,0
"Sorry, I'll call later",0
K. Did you call me just now ah?,0
Ok i am on the way to home hi hi,0
You will be in the place of that man,0
Yup next stop.,0
"I call you later, don't have network. If urgnt, sms me.",0
For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0
Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0
I'm really not up to it still tonight babe,0
"Ela kano.,il download, come wen ur free..",0
Yeah do! Don‘t stand to close tho- you‘ll catch something!,0
Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.,0
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0
Watching telugu movie..wat abt u?,0
i see. When we finish we have loads of loans to pay,0
"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",0
I see a cup of coffee animation,0
Please don't text me anymore. I have nothing else to say.,0
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0
Umma my life and vava umma love you lot dear,0
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0
"Aight, I'll hit you up when I get some cash",0
How would my ip address test that considering my computer isn't a minecraft server,0
I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0
Dont worry. I guess he's busy.,0
What is the plural of the noun research?,0
Going for dinner.msg you after.,0
I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0
"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,0
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0
here is my new address -apples&pairs&all that malarky,0
I am going to sao mu today. Will be done only at 12,0
Ü predict wat time ü'll finish buying?,0
"Good stuff, will do.",0
"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0
Are you there in room.,0
HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0
K..k:)how much does it cost?,0
I'm home.,0
"Dear, will call Tmorrow.pls accomodate.",0
First answer my question.,0
I only haf msn. It's yijue@hotmail.com,0
He is there. You call and meet him,0
No no. I will check all rooms befor activities,0
Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,0
"K, text me when you're on the way",0
"Sir, Waiting for your mail.",0
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",0
I know you are. Can you pls open the back?,0
Yes see ya not on the dot,0
Whats the staff name who is taking class for us?,0
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0
K..i deleted my contact that why?,0
Sindu got job in birla soft ..,0
The wine is flowing and i'm i have nevering..,0
Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0
Ok... Ur typical reply...,0
As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0
Aaooooright are you at work?,0
I'm leaving my house now...,0
"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0
New car and house for my parents.:)i have only new job in hand:),0
I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0
I place all ur points on e cultures module already.,0
"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0
Great escape. I fancy the bridge but needs her lager. See you tomo,0
Yes :)it completely in out of form:)clark also utter waste.,0
"Sir, I need AXIS BANK account no and bank address.",0
"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...",0
What time you coming down later?,0
"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...",0
"Well, i'm gonna finish my bath now. Have a good...fine night.",0
Let me know when you've got the money so carlos can make the call,0
U still going to the mall?,0
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt; worth",0
Text her. If she doesnt reply let me know so i can have her log in,0
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0
You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0
Lol no. U can trust me.,0
ok. I am a gentleman and will treat you with dignity and respect.,0
"He will, you guys close?",0
Going on nothing great.bye,0
Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0
"Haha awesome, be there in a minute",0
Have you got Xmas radio times. If not i will get it now,0
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0
I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0
Hi :)finally i completed the course:),0
It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0
Gud mrng dear hav a nice day,0
Did u got that persons story,0
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,0
Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0
"Found it, ENC &lt;#&gt; , where you at?",0
I sent you &lt;#&gt; bucks,0
Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0
Your account has been refilled successfully by INR &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0
Goodmorning sleeping ga.,0
U call me alter at 11 ok.,0
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
"Aight yo, dats straight dogg",0
You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill,0
Both :) i shoot big loads so get ready!,0
"What's up bruv, hope you had a great break. Do have a rewarding semester.",0
Home so we can always chat,0
K:)k:)good:)study well.,0
Yup... How ü noe leh...,0
Sounds great! Are you home now?,0
Finally the match heading towards draw as your prediction.,0
Tired. I haven't slept well the past few nights.,0
Easy ah?sen got selected means its good..,0
I have to take exam with march 3,0
Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0
Ok no prob. Take ur time.,0
There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0
"Sorry, I'll call later",0
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0
Would really appreciate if you call me. Just need someone to talk to.,0
Hey company elama po mudyadhu.,0
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0
Dear good morning now only i am up,0
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0
Dear we are going to our rubber place,0
"Sorry battery died, yeah I'm here",0
Yes:)here tv is always available in work place..,0
I have printed it oh. So &lt;#&gt; come upstairs,0
Or ill be a little closer like at the bus stop on the same street,0
Where are you?when wil you reach here?,0
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
Tomarrow final hearing on my laptop case so i cant.,0
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0
U don't remember that old commercial?,0
Too late. I said i have the website. I didn't i have or dont have the slippers,0
I asked you to call him now ok,0
Kallis wont bat in 2nd innings.,0
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0
Ranjith cal drpd Deeraj and deepak 5min hold,0
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0
What you doing?how are you?,0
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0
"I'm back, lemme know when you're ready",0
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0
Mmm so yummy babe ... Nice jolt to the suzy,0
Where are you lover ? I need you ...,0
I‘m parked next to a MINI!!!! When are you coming in today do you think?,0
Yup,0
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0
Why you Dint come with us.,0
Same. Wana plan a trip sometme then,0
"Not sure yet, still trying to get a hold of him",0
The evo. I just had to download flash. Jealous?,0
"Come to mu, we're sorting out our narcotics situation",0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0
"Usf I guess, might as well take 1 car",0
No objection. My bf not coming.,0
Thanx...,0
Tell rob to mack his gf in the theater,0
"Awesome, I'll see you in a bit",0
Just sent it. So what type of food do you like?,0
All done? All handed in? Celebrations in full swing yet?,0
You got called a tool?,0
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",0
I wont get concentration dear you know you are my mind and everything :-),0
LOL ... Have you made plans for new years?,0
10 min later k...,0
hanks lotsly!,0
Thanks for this hope you had a good day today,0
K:)k:)what are detail you want to transfer?acc no enough?,0
Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,0
Si si. I think ill go make those oreo truffles.,0
"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY.",0
I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,0
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",0
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0
Where did u go? My phone is gonna die you have to stay in here,0
Great. Never been better. Each day gives even more reasons to thank God,0
"Sorry, I'll call later ok bye",0
Ok i am on the way to railway,0
great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love &lt;#&gt; times per night :),0
They don't put that stuff on the roads to keep it from getting slippery over there?,0
When are you going to ride your bike?,0
"Yup, no need. I'll jus wait 4 e rain 2 stop.",0
There are many company. Tell me the language.,0
"How long has it been since you screamed, princess?",0
"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered &lt;#&gt; to my account and &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",0
Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),0
Ok I'm gonna head up to usf in like fifteen minutes,0
Love you aathi..love u lot..,0
Tension ah?what machi?any problem?,0
"K, can I pick up another 8th when you're done?",0
When're you guys getting back? G said you were thinking about not staying for mcr,0
"Almost there, see u in a sec",0
"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",0
Watching tv lor...,0
Thank you baby! I cant wait to taste the real thing...,0
You should change your fb to jaykwon thuglyfe falconerf,0
If we win its really no 1 side for long time.,0
Dear reached railway. What happen to you,0
"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",0
I think i've fixed it can you send a test message?,0
"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",0
"Sorry,in meeting I'll call later",0
What class of &lt;#&gt; reunion?,0
Are you free now?can i call now?,0
Got meh... When?,0
Nope... Think i will go for it on monday... Sorry i replied so late,0
Some of them told accenture is not confirm. Is it true.,0
"Kate jackson rec center before 7ish, right?",0
Dear i have reache room,0
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",0
When can ü come out?,0
Check with nuerologist.,0
Lolnice. I went from a fish to ..water.?,0
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,0
"Maybe westshore or hyde park village, the place near my house?",0
You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,0
What's the significance?,0
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",0
Prabha..i'm soryda..realy..frm heart i'm sory,0
Lol ok your forgiven :),0
No..jst change tat only..,0
S:)no competition for him.,0
"That way transport is less problematic than on sat night. By the way, if u want to ask n to join my bday, feel free. But need to know definite nos as booking on fri.",0
Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0
But that's on ebay it might be less elsewhere.,0
Shall i come to get pickle,0
Were gonna go get some tacos,0
"That's very rude, you on campus?",0
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,0
Yes! How is a pretty lady like you single?,0
Jay says that you're a double-faggot,0
What Today-sunday..sunday is holiday..so no work..,0
Gudnite....tc...practice going on,0
I'll be late...,0
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",0
"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0
"Probably gonna be here for a while, see you later tonight &lt;)",0
Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
"I am in tirupur da, once you started from office call me.",0
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0
But am going to college pa. What to do. are else ill come there it self. Pa.,0
4 oclock at mine. Just to bash out a flat plan.,0
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0
Then any special there?,0
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0
"Sorry that took so long, omw now",0
Wait &lt;#&gt; min..,0
Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,0
"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0
"Hurry up, I've been weed-deficient for like three days",0
